date,Tripura,Eastern Grid Total,Western Grid Total,Total (MW),Gas (Public),HVDC,Gas (Private),Oil (Private),Coal,Hydro,Oil (Public)
1/1/2018 0:00,90,4328,1345,5673,3015,460,1715,292,169,79,200
1/1/2018 1:00,84,3944,1239,5183,2557,323,1649,238,179,75,92
1/1/2018 2:00,82,3890,1018,4908,2495,208,1639,233,180,73,16
1/1/2018 3:00,80,3852,934,4786,2407,208,1606,233,177,73,16
1/1/2018 4:00,68,3656,943,4599,2326,208,1512,215,185,73,16
1/1/2018 5:00,70,3676,918,4594,2406,208,1472,170,186,72,16
1/1/2018 6:00,66,3922,940,4862,2623,208,1524,184,176,63,16
1/1/2018 7:00,60,4219,972,5191,2667,208,1620,309,183,71,65
1/1/2018 8:00,62,4521.1,1074,5595,2830,207,1742,410,181,71,82
1/1/2018 9:00,62,4688.5,1238,5927,2679,312,1835,624,202,74,132
1/1/2018 10:00,72,4355.3,1365,5720,2492,450,1684,569,250,74,132
1/1/2018 11:00,74,4365.7,1385,5751,2485,451,1710,569,260,74,132
1/1/2018 12:00,74,4381.7,1423,5805,2464,451,1797,540,275,74,132
1/1/2018 13:00,76,4481.9,1387,5869,2497,451,1795,578,275,73,132
1/1/2018 14:00,78,4233.5,1336,5570,2200,451,1711,665,275,71,131
1/1/2018 15:00,76,4231.5,1340,5572,2151,451,1754,671,275,70,131
1/1/2018 16:00,78,4285.9,1263,5549,2089,451,1817,650,275,70,132
1/1/2018 17:00,72,4518,1396,5914,2175,451,1891,790,275,70,190
1/1/2018 18:00,74,5371,1937,7308,2667,450,2056,1215,275,70,467
1/1/2018 19:00,90,5704,1947,7651,2741,451,2126,1372,275,74,500
1/1/2018 20:00,92,5554,1929,7483,2717,451,2116,1403,275,74,475
1/1/2018 21:00,92,5223,1983,7206,2719,452,2099,1308,275,76,444
1/1/2018 22:00,90,4809,1800,6609,2803,451,2070,1038,274,76,390
1/1/2018 23:00,84,4570,1601,6171,2636,451,1987,824,275,76,264
1/2/2018 0:00,90,4158,1393,5551,2586,464,2020,362,280,76,31
1/2/2018 1:00,84,3900,1140,5040,2271,260,1849,228,280,70,16
1/2/2018 2:00,82,3586,1093,4679,2229,260,1613,145,280,70,16
1/2/2018 3:00,80,3501,1095,4596,2258,259,1520,127,280,70,16
1/2/2018 4:00,68,3429,1063,4492,2216,260,1467,117,280,70,16
1/2/2018 5:00,70,3434,1038,4472,2246,259,1423,117,275,70,16
1/2/2018 6:00,66,3604,1109,4713,2324,259,1567,129,280,70,16
1/2/2018 7:00,60,3992,1119,5111,2430,259,1711,221,280,74,66
1/2/2018 8:00,62,4412.1,1241,5653,2535,258,1944,415,280,72,83
1/2/2018 9:00,62,4514.2,1292,5806,2582,318,1908,481,280,75,98
1/2/2018 10:00,72,4373.4,1368,5741,2436,502,1834,452,280,75,98
1/2/2018 11:00,74,4322.5,1362,5685,2404,502,1782,462,280,75,115
1/2/2018 12:00,74,4424.5,1419,5844,2513,501,1853,442,280,71,115
1/2/2018 13:00,76,4472.6,1456,5929,2460,501,1858,540,280,71,149
1/2/2018 14:00,78,4311,1387,5698,2319,502,1759,548,280,70,149
1/2/2018 15:00,76,4240.3,1505,5745,2386,502,1738,551,280,70,149
1/2/2018 16:00,78,4176.3,1506,5682,2305,501,1761,552,280,70,149
1/2/2018 17:00,72,4523,1582,6105,2260,502,1822,782,280,70,315
1/2/2018 18:00,74,5345,1945,7290,2569,502,2081,1217,280,70,467
1/2/2018 19:00,90,5777,2005,7782,2757,501,2415,1183,280,70,466
1/2/2018 20:00,92,5780,1896,7676,2784,502,2410,1165,280,72,403
1/2/2018 21:00,92,5473,1809,7282,2781,501,2397,1165,280,72,374
1/2/2018 22:00,90,5071,1661,6732,2823,502,2428,909,280,72,164
1/2/2018 23:00,84,4454,1467,5921,2763,502,2292,614,280,72,113
1/3/2018 0:00,90,4022,1433,5455,2451,502,2002,303,281,72,32
1/3/2018 1:00,84,3959,1171,5130,2323,266,1781,301,281,74,32
1/3/2018 2:00,82,3713,1076,4789,2269,256,1614,272,220,74,16
1/3/2018 3:00,80,3682,1048,4730,2264,256,1579,257,220,70,16
1/3/2018 4:00,68,3560,923,4483,2059,256,1543,233,240,70,16
1/3/2018 5:00,70,3591,948,4539,2065,256,1580,222,264,70,16
1/3/2018 6:00,66,3775,965,4740,2158,256,1670,222,280,70,16
1/3/2018 7:00,60,4044,1022,5066,2308,256,1757,291,281,72,33
1/3/2018 8:00,62,4390.3,1143,5533,2333,255,1902,458,281,75,159
1/3/2018 9:00,62,4560.9,1367,5928,2378,408,1984,536,280,75,194
1/3/2018 10:00,72,4366.3,1425,5791,2380,500,1749,543,280,75,194
1/3/2018 11:00,74,4192.1,1382,5574,2318,500,1667,461,280,77,194
1/3/2018 12:00,74,4312.8,1402,5715,2442,500,1656,490,280,77,194
1/3/2018 13:00,76,4426.7,1396,5823,2583,500,1612,501,280,77,198
1/3/2018 14:00,78,4109.7,1392,5502,2416,500,1489,501,280,77,176
1/3/2018 15:00,76,4279.8,1393,5673,2472,500,1605,501,280,74,176
1/3/2018 16:00,78,4320.3,1380,5700,2419,500,1656,518,280,72,185
1/3/2018 17:00,72,4546,1429,5975,2536,500,1739,608,161,72,283
1/3/2018 18:00,74,5382,1936,7318,2726,499,2137,1071,162,125,484
1/3/2018 19:00,90,5651,2034,7685,2822,500,2308,1086,170,152,525
1/3/2018 20:00,92,5637,2070,7707,2824,500,2309,1105,182,152,525
1/3/2018 21:00,92,5397,2070,7467,2848,500,2282,1082,180,170,525
1/3/2018 22:00,90,4824,1865,6689,2595,500,2319,1089,179,170,495
1/3/2018 23:00,84,4351,1495,5846,2250,499,2256,1061,176,77,264
1/4/2018 0:00,90,4092,1320,5412,2182,500,2099,457,170,77,40
1/4/2018 1:00,84,3903,1023,4926,2162,256,1748,395,182,77,32
1/4/2018 2:00,82,3686,971,4657,2241,256,1528,277,182,77,24
1/4/2018 3:00,80,3579,931,4510,2211,256,1457,237,183,77,24
1/4/2018 4:00,68,3501,916,4417,2214,256,1379,234,170,70,24
1/4/2018 5:00,70,3470,866,4336,2151,256,1354,234,177,70,24
1/4/2018 6:00,66,3658,951,4609,2307,256,1475,234,171,70,24
1/4/2018 7:00,60,3900,1020,4920,2484,256,1533,300,175,70,24
1/4/2018 8:00,62,4342.1,1076,5418,2617,256,1760,370,170,74,95
1/4/2018 9:00,62,4542.2,1412,5954,2703,498,1816,488,177,74,123
1/4/2018 10:00,72,4332,1409,5741,2561,498,1648,581,172,77,134
1/4/2018 11:00,74,4338,1370,5708,2574,498,1615,567,175,77,134
1/4/2018 12:00,74,4284,1447,5731,2377,498,1802,592,173,77,134
1/4/2018 13:00,76,4457,1429,5886,2489,498,1825,589,169,77,167
1/4/2018 14:00,78,4172,1399,5571,2324,498,1656,595,175,77,168
1/4/2018 15:00,76,4254,1400,5654,2371,498,1690,609,164,77,168
1/4/2018 16:00,78,4213.4,1378,5591,2304,497,1677,624,169,74,168
1/4/2018 17:00,72,4560,1492,6052,2328,498,1825,728,178,72,331
1/4/2018 18:00,74,5506,1950,7456,2683,498,2241,1074,174,72,500
1/4/2018 19:00,90,5739,2000,7739,2729,498,2442,1081,171,166,528
1/4/2018 20:00,92,5603,2005,7608,2733,497,2442,1022,171,170,521
1/4/2018 21:00,92,5498,1783,7281,2720,497,2397,1022,172,170,512
1/4/2018 22:00,90,4931,1630,6561,2736,497,2372,973,173,170,296
1/4/2018 23:00,84,4626,1490,6116,2649,498,2170,697,169,120,197
1/5/2018 0:00,90,4153,1333,5486,2622,497,1992,391,171,77,67
1/5/2018 1:00,84,3926,1051,4977,2418,246,1665,344,172,42,16
1/5/2018 2:00,82,3765,973,4738,2358,186,1580,312,172,42,16
1/5/2018 3:00,80,3630,915,4545,2233,186,1572,254,172,42,16
1/5/2018 4:00,68,3529,876,4405,2171,186,1493,254,173,42,16
1/5/2018 5:00,70,3464,881,4345,2155,186,1475,227,176,40,16
1/5/2018 6:00,66,3657,848,4505,2179,186,1612,226,174,40,16
1/5/2018 7:00,60,3761,859,4620,2222,186,1673,234,181,40,16
1/5/2018 8:00,62,3874.1,963,4837,2408,184,1712,240,177,40,16
1/5/2018 9:00,62,4130.2,1000,5130,2319,186,1944,356,177,40,48
1/5/2018 10:00,72,4049.3,1056,5105,2126,186,1953,447,180,40,111
1/5/2018 11:00,74,3947.4,1026,4973,2084,186,1877,432,177,40,121
1/5/2018 12:00,74,3955.5,1058,5014,2149,186,1936,349,175,40,120
1/5/2018 13:00,76,4088.7,1012,5101,2075,186,1946,448,174,70,137
1/5/2018 14:00,78,3648.3,937,4585,1982,186,1667,376,174,40,101
1/5/2018 15:00,76,3659,911,4570,2052,188,1649,323,179,40,80
1/5/2018 16:00,78,3699.4,930,4629,2022,187,1719,341,176,40,82
1/5/2018 17:00,72,3901,1123,5024,2029,276,1746,435,185,40,227
1/5/2018 18:00,74,4724,1800,6524,2325,499,2188,823,178,42,357
1/5/2018 19:00,90,5028,1939,6967,2407,499,2385,951,171,44,398
1/5/2018 20:00,92,4954,1871,6825,2507,499,2389,875,175,44,346
1/5/2018 21:00,92,4855,1826,6681,2450,499,2391,849,171,44,313
1/5/2018 22:00,90,4524,1510,6034,2427,499,2289,872,170,44,270
1/5/2018 23:00,84,4122,1364,5486,2447,499,2054,618,170,40,106
1/6/2018 0:00,90,3783,1298,5081,2479,498,1708,383,175,42,25
1/6/2018 1:00,84,3675,971,4646,2276,173,1537,352,184,42,16
1/6/2018 2:00,82,3494,928,4422,2198,172,1503,241,184,42,16
1/6/2018 3:00,80,3368,896,4264,2074,173,1483,228,184,42,16
1/6/2018 4:00,68,3286,863,4149,2047,172,1412,216,185,40,15
1/6/2018 5:00,70,3267,831,4098,2023,172,1382,219,185,40,15
1/6/2018 6:00,66,3375,970,4345,2195,172,1431,222,200,42,15
1/6/2018 7:00,60,3572,1006,4578,2322,172,1468,257,215,42,32
1/6/2018 8:00,62,3950.2,1107,5057,2600,172,1631,287,219,42,32
1/6/2018 9:00,62,4299,1156,5455,2524,172,1898,398,250,42,99
1/6/2018 10:00,72,4056,1041,5097,2314,196,1718,400,250,42,103
1/6/2018 11:00,74,4049,1044,5093,2296,196,1693,419,255,42,122
1/6/2018 12:00,74,4108,1028,5136,2298,197,1713,422,270,42,122
1/6/2018 13:00,76,4207,1027,5234,2359,196,1761,416,270,42,116
1/6/2018 14:00,78,4088,960,5048,2272,196,1650,430,270,42,116
1/6/2018 15:00,76,4190,940,5130,2316,198,1669,436,270,42,125
1/6/2018 16:00,78,4271,940,5211,2338,198,1730,436,270,42,125
1/6/2018 17:00,72,4570,1209,5779,2439,243,1772,682,270,41,248
1/6/2018 18:00,74,5295,1788,7083,2661,478,2139,996,168,70,453
1/6/2018 19:00,90,5701,1956,7657,2710,479,2278,1294,141,127,508
1/6/2018 20:00,92,5636,1885,7521,2759,478,2378,1159,141,75,475
1/6/2018 21:00,92,5406,1826,7232,2749,478,2352,1163,147,45,471
1/6/2018 22:00,90,4954,1677,6631,2802,479,2368,859,145,45,424
1/6/2018 23:00,84,4375,1406,5781,2621,479,2263,750,154,46,216
1/7/2018 0:00,90,3937,1270,5207,2607,479,1890,308,169,46,16
1/7/2018 1:00,84,3852,992,4844,2496,202,1601,224,189,44,16
1/7/2018 2:00,82,3686,963,4649,2391,201,1541,196,190,44,16
1/7/2018 3:00,80,3613,930,4543,2312,202,1524,190,189,44,16
1/7/2018 4:00,68,3474,902,4376,2228,202,1479,154,189,44,16
1/7/2018 5:00,70,3487,879,4366,2236,201,1459,154,189,43,16
1/7/2018 6:00,66,3795,962,4757,2414,202,1613,207,189,42,20
1/7/2018 7:00,60,3951,1017,4968,2446,200,1664,321,190,42,33
1/7/2018 8:00,62,4285.2,1119,5404,2532,200,1823,457,199,42,73
1/7/2018 9:00,62,4341.5,1429,5771,2593,440,1795,555,186,42,91
1/7/2018 10:00,72,4228.7,1437,5666,2528,482,1721,528,205,42,95
1/7/2018 11:00,74,4207.1,1396,5603,2469,482,1639,526,205,70,142
1/7/2018 12:00,74,4180.7,1560,5741,2603,482,1595,530,245,70,142
1/7/2018 13:00,76,4330,1459,5789,2534,482,1663,556,250,70,163
1/7/2018 14:00,78,4188.4,1348,5536,2311,482,1595,556,250,70,193
1/7/2018 15:00,76,4105.9,1432,5538,2440,483,1510,515,250,70,193
1/7/2018 16:00,78,4094.4,1483,5577,2489,482,1535,467,280,70,176
1/7/2018 17:00,72,4451,1259,5710,2216,482,1559,719,313,70,267
1/7/2018 18:00,74,5346,1999,7345,2697,483,1995,1192,319,120,419
1/7/2018 19:00,90,5560,2090,7650,2662,482,2081,1395,322,120,466
1/7/2018 20:00,92,5470,2061,7531,2635,482,2085,1480,323,120,459
1/7/2018 21:00,92,5349,1774,7123,2650,482,2086,1289,328,120,456
1/7/2018 22:00,90,5044,1517,6561,2690,481,2205,838,334,120,343
1/7/2018 23:00,84,4445,1429,5874,2662,482,2173,541,334,70,199
1/8/2018 0:00,90,3981,1370,5351,2560,482,1815,384,334,70,16
1/8/2018 1:00,84,3811,1050,4861,2361,195,1519,293,335,70,16
1/8/2018 2:00,82,3677,997,4674,2178,196,1531,276,335,70,16
1/8/2018 3:00,80,3599,987,4586,2115,196,1503,276,336,72,16
1/8/2018 4:00,68,3503,927,4430,1997,196,1467,276,336,72,16
1/8/2018 5:00,70,3450,926,4376,1992,196,1418,276,336,72,16
1/8/2018 6:00,66,3741,982,4723,2218,196,1560,256,337,70,16
1/8/2018 7:00,60,3956,1062,5018,2214,194,1796,302,333,70,41
1/8/2018 8:00,62,4335.1,1151,5486,2406,196,1942,409,335,70,56
1/8/2018 9:00,62,4461.2,1319,5780,2282,336,2001,584,353,70,74
1/8/2018 10:00,72,4274.4,1408,5682,2210,490,1816,572,353,70,91
1/8/2018 11:00,74,4357.7,1397,5755,2232,490,1881,562,352,70,91
1/8/2018 12:00,74,4498,1390,5888,2277,491,1923,559,357,70,133
1/8/2018 13:00,76,4451.8,1427,5879,2196,490,1960,598,357,70,134
1/8/2018 14:00,78,4173.4,1320,5493,2007,491,1788,600,327,70,133
1/8/2018 15:00,76,4292.3,1322,5614,2052,490,1861,598,331,70,133
1/8/2018 16:00,78,4359.5,1326,5686,2139,490,1858,586,331,70,135
1/8/2018 17:00,72,4559,1329,5888,2193,490,1925,587,332,70,213
1/8/2018 18:00,74,5374,1990,7364,2578,490,2222,1075,337,120,422
1/8/2018 19:00,90,5804,2064,7868,2563,490,2495,1238,337,157,466
1/8/2018 20:00,92,5634,2078,7712,2616,490,2530,1148,337,157,467
1/8/2018 21:00,92,5481,1977,7458,2624,490,2404,1142,338,157,443
1/8/2018 22:00,90,5065,1730,6795,2630,490,2394,994,338,157,341
1/8/2018 23:00,84,4542,1434,5976,2577,490,2161,772,334,107,254
1/9/2018 0:00,90,4040,1365,5405,2302,490,2039,294,339,70,26
1/9/2018 1:00,84,3990,999,4989,2296,208,1754,270,339,29,17
1/9/2018 2:00,82,3792,994,4786,2222,208,1651,248,338,30,17
1/9/2018 3:00,80,3570,986,4556,2132,208,1570,196,333,30,17
1/9/2018 4:00,68,3507,961,4468,2066,208,1580,161,338,30,17
1/9/2018 5:00,70,3464,941,4405,1999,208,1584,161,338,30,17
1/9/2018 6:00,66,3624,1040,4664,2164,208,1673,161,339,30,17
1/9/2018 7:00,60,4035,1072,5107,2351,208,1853,224,338,29,34
1/9/2018 8:00,62,4521.3,1152,5673,2363,208,2085,426,338,70,107
1/9/2018 9:00,62,4630.3,1367,5997,2288,361,2168,575,356,70,107
1/9/2018 10:00,72,4364.1,1402,5766,2106,485,1995,584,355,30,138
1/9/2018 11:00,74,4322.6,1383,5706,2070,485,1972,568,355,28,156
1/9/2018 12:00,74,4414.8,1423,5838,2143,485,2016,576,355,29,158
1/9/2018 13:00,76,4465.7,1510,5976,2221,485,2055,593,360,29,159
1/9/2018 14:00,78,4277.5,1412,5690,2028,486,1952,593,356,30,167
1/9/2018 15:00,76,4333,1411,5744,2047,486,1981,591,355,30,175
1/9/2018 16:00,78,4223.4,1419,5642,2011,485,1899,588,355,30,198
1/9/2018 17:00,72,4592,1567,6159,2060,486,1994,824,355,60,290
1/9/2018 18:00,74,5358,1912,7270,2375,485,2277,1095,355,112,461
1/9/2018 19:00,90,5819,2057,7876,2379,486,2442,1458,354,170,471
1/9/2018 20:00,92,5744,2038,7782,2381,486,2384,1533,354,170,469
1/9/2018 21:00,92,5537,1928,7465,2406,485,2339,1475,354,170,435
1/9/2018 22:00,90,5078,1766,6844,2288,485,2412,1263,355,165,385
1/9/2018 23:00,84,4636,1483,6119,2326,486,2445,849,356,70,212
1/10/2018 0:00,90,4230,1413,5643,2273,485,2142,386,356,70,115
1/10/2018 1:00,84,3934,1123,5057,2309,210,1706,344,346,30,40
1/10/2018 2:00,82,3752,1085,4837,2217,210,1624,299,347,30,40
1/10/2018 3:00,80,3635,1086,4721,2188,210,1569,267,347,30,40
1/10/2018 4:00,68,3545,1049,4594,2144,210,1513,243,346,30,40
1/10/2018 5:00,70,3497,1052,4549,2126,210,1518,210,347,30,40
1/10/2018 6:00,66,3698,1058,4756,2142,210,1709,209,347,30,39
1/10/2018 7:00,60,3954,1099,5053,2229,210,1887,213,348,30,64
1/10/2018 8:00,62,4425.1,1163,5588,2380,210,2062,388,357,30,83
1/10/2018 9:00,62,4508.2,1386,5894,2210,487,2031,525,352,29,180
1/10/2018 10:00,72,4379.3,1399,5778,2149,491,1800,648,353,29,228
1/10/2018 11:00,74,4363.4,1340,5703,2155,484,1745,612,353,29,241
1/10/2018 12:00,74,4418.4,1347,5765,2125,490,1811,634,353,29,241
1/10/2018 13:00,76,4342.5,1375,5718,2116,491,1782,656,353,29,207
1/10/2018 14:00,78,4211.3,1388,5599,1997,491,1748,678,352,30,216
1/10/2018 15:00,76,4225.9,1394,5620,2033,492,1743,676,353,30,208
1/10/2018 16:00,78,4209.4,1394,5603,2047,492,1723,683,353,30,191
1/10/2018 17:00,72,4528,1534,6062,2077,491,1842,938,352,30,242
1/10/2018 18:00,74,5444,1861,7305,2471,492,2021,1269,364,73,495
1/10/2018 19:00,90,5947,1808,7755,2442,491,2236,1522,369,113,460
1/10/2018 20:00,92,5742,1879,7621,2237,492,2236,1552,371,114,463
1/10/2018 21:00,92,5620,1885,7505,2252,492,2235,1567,377,113,463
1/10/2018 22:00,90,5253,1623,6876,2252,491,2229,1449,367,110,495
1/10/2018 23:00,84,4827,1500,6327,2204,492,2214,1104,359,60,341
1/11/2018 0:00,78,4322,1246,5568,2050,492,2185,858,359,30,261
1/11/2018 1:00,74,4021,1023,5044,2371,208,1596,380,354,30,31
1/11/2018 2:00,70,3770,1029,4799,2424,208,1399,284,353,30,31
1/11/2018 3:00,70,3485,1017,4502,2314,208,1284,211,354,30,31
1/11/2018 4:00,68,3530,1013,4543,2325,208,1326,201,354,30,31
1/11/2018 5:00,68,3451,1013,4464,2271,208,1269,234,353,30,31
1/11/2018 6:00,70,3683,1117,4800,2453,208,1415,239,354,30,31
1/11/2018 7:00,74,4079,1067,5146,2440,208,1605,410,348,30,31
1/11/2018 8:00,74,4408.1,1176,5584.1,2492,208,1815,550,354,30,61
1/11/2018 9:00,86,4761.1,1413,6174.1,2636,379,1798,772,357,30,116
1/11/2018 10:00,82,4636.2,1527,6163.2,2555,475,1669,783,354,30,215
1/11/2018 11:00,84,4617.4,1527,6144.4,2551,476,1641,792,356,30,214
1/11/2018 12:00,82,4636.4,1555,6191.4,2419,475,1753,863,355,30,214
1/11/2018 13:00,82,4721.7,1554,6275.7,2381,475,1727,974,354,70,212
1/11/2018 14:00,84,4462.3,1478,5940.3,2425,475,1464,855,354,70,212
1/11/2018 15:00,86,4554.9,1444,5998.9,2502,475,1482,816,354,71,212
1/11/2018 16:00,86,4491.4,1402,5893.4,2420,475,1441,832,354,73,212
1/11/2018 17:00,90,4589,1583,6172,2418,476,1466,951,359,73,339
1/11/2018 18:00,124,5362,2076,7438,2570,475,1758,1470,363,116,538
1/11/2018 19:00,124,5818,2154,7972,2690,475,1879,1664,363,166,579
1/11/2018 20:00,124,5769,2159,7928,2665,475,1908,1623,364,165,572
1/11/2018 21:00,124,5594,2167,7761,2654,476,1908,1477,363,162,565
1/11/2018 22:00,124,5531,2106,7637,2676,475,1973,1371,363,162,461
1/11/2018 23:00,102,5164,1710,6874,2527,476,1955,1129,366,72,247
1/12/2018 0:00,92,4481,1504,5985,2462,476,1617,794,365,29,150
1/12/2018 1:00,76,4067,1117,5184,2561,174,1500,446,363,30,34
1/12/2018 2:00,74,3865,1064,4929,2528,174,1446,298,362,30,17
1/12/2018 3:00,70,3770,1000,4770,2469,174,1372,274,364,30,17
1/12/2018 4:00,70,3624,999,4623,2381,174,1322,266,363,30,17
1/12/2018 5:00,70,3608,951,4559,2326,174,1332,247,363,30,17
1/12/2018 6:00,72,3568,964,4532,2365,174,1314,227,363,0,17
1/12/2018 7:00,70,3769,969,4738,2470,174,1332,260,363,44,25
1/12/2018 8:00,72,3966,995,4961,2477,174,1412,386,363,44,33
1/12/2018 9:00,66,4181,1138,5319,2674,174,1520,437,371,44,33
1/12/2018 10:00,64,4175,1126,5301,2545,174,1577,501,363,44,33
1/12/2018 11:00,62,4179,1123,5302,2554,174,1568,515,363,32,33
1/12/2018 12:00,62,4240,1117,5357,2582,174,1597,515,363,30,33
1/12/2018 13:00,68,4203,1199,5402,2573,174,1612,549,362,30,33
1/12/2018 14:00,62,3823,1100,4923,2432,174,1288,511,362,60,33
1/12/2018 15:00,62,3775,1065,4840,2461,174,1281,437,363,29,33
1/12/2018 16:00,62,3849,1068,4917,2519,174,1257,480,363,29,33
1/12/2018 17:00,62,4010,1253,5263,2567,267,1256,612,363,30,106
1/12/2018 18:00,96,4566,1939,6505,2689,490,1397,1078,362,30,355
1/12/2018 19:00,100,5094,1856,6950,2805,490,1790,1011,362,75,309
1/12/2018 20:00,100,5279,1719,6998,2983,491,1892,826,362,75,269
1/12/2018 21:00,94,5242,1639,6881,3097,491,1875,661,362,75,226
1/12/2018 22:00,86,4754,1448,6202,3119,491,1500,495,361,75,75
1/12/2018 23:00,76,4421,1390,5811,3082,491,1321,390,362,73,16
1/13/2018 0:00,62,4010,1253,5263,2567,267,1256,612,363,30,106
1/13/2018 1:00,62,3746,1119,4865,2656,350,1111,238,362,70,16
1/13/2018 2:00,58,3713,926,4639,2635,179,1099,220,362,70,16
1/13/2018 3:00,58,3561,908,4469,2533,179,1054,196,363,70,16
1/13/2018 4:00,58,3472,887,4359,2491,179,1007,196,342,70,16
1/13/2018 5:00,62,3350,887,4237,2417,178,1040,153,342,29,16
1/13/2018 6:00,64,3584,890,4474,2512,178,1174,159,342,29,16
1/13/2018 7:00,60,3870,961,4831,2526,179,1342,321,342,30,31
1/13/2018 8:00,68,4504.1,1080,5584.1,2796,178,1673,464,344,30,31
1/13/2018 9:00,78,4862.3,1173,6035.3,2825,178,1762,758,343,30,61
1/13/2018 10:00,78,4878.4,1237,6115.4,2691,179,1734,996,346,30,61
1/13/2018 11:00,76,4756.5,1206,5962.5,2577,178,1624,1004,347,30,126
1/13/2018 12:00,76,4828,1300,6128,2560,178,1711,1058,347,30,167
1/13/2018 13:00,78,4958.3,1279,6237.3,2667,179,1688,1106,349,30,139
1/13/2018 14:00,78,4777.1,1218,5995.1,2564,178,1561,1102,351,30,130
1/13/2018 15:00,80,4835.7,1144,5979.7,2535,180,1574,1101,350,30,129
1/13/2018 16:00,76,4769.3,1119,5888.3,2565,180,1567,974,349,30,147
1/13/2018 17:00,96,4776,1386,6162,2742,324,1545,891,350,72,142
1/13/2018 18:00,116,5385,1980,7365,3027,494,1548,1296,348,124,383
1/13/2018 19:00,124,5749,2093,7842,3256,493,1660,1360,348,170,399
1/13/2018 20:00,122,5635,2099,7734,3280,494,1652,1234,354,168,398
1/13/2018 21:00,114,5484,2085,7569,3242,493,1659,1128,356,168,377
1/13/2018 22:00,106,5009,1920,6929,2887,493,1623,1078,357,124,261
1/13/2018 23:00,94,4667,1528,6195,2788,494,1613,631,351,74,150
1/14/2018 0:00,96,4776,1386,6162,2742,324,1545,891,350,72,142
1/14/2018 1:00,74,4002,1099,5101,2622,212,1512,285,351,29,16
1/14/2018 2:00,74,3924,1004,4928,2538,212,1441,266,351,30,16
1/14/2018 3:00,70,3785,974,4759,2537,212,1293,249,352,30,16
1/14/2018 4:00,68,3690,957,4647,2538,212,1253,179,351,30,16
1/14/2018 5:00,70,3633,955,4588,2531,212,1199,179,351,30,16
1/14/2018 6:00,76,3799,1018,4817,2665,212,1263,205,350,30,16
1/14/2018 7:00,78,4138,1040,5178,2768,212,1368,342,349,30,31
1/14/2018 8:00,84,4576,1144,5720,2830,212,1564,616,353,30,31
1/14/2018 9:00,78,4720,1325,6045,2854,310,1540,788,354,90,31
1/14/2018 10:00,78,4676,1500,6176,2866,495,1433,784,355,100,65
1/14/2018 11:00,80,4587,1483,6070,2799,494,1403,809,350,70,65
1/14/2018 12:00,74,4541,1480,6021,2812,495,1397,760,348,70,65
1/14/2018 13:00,74,4577,1535,6112,2892,494,1428,744,346,70,64
1/14/2018 14:00,72,4279,1515,5794,2677,495,1360,656,349,120,64
1/14/2018 15:00,80,4275,1520,5795,2650,495,1330,716,360,100,64
1/14/2018 16:00,82,4243,1607,5850,2656,495,1366,757,360,70,64
1/14/2018 17:00,96,4474,1739,6213,2733,494,1380,937,369,70,134
1/14/2018 18:00,120,5105,2052,7157,3118,495,1318,1171,372,155,408
1/14/2018 19:00,122,5465,2162,7627,3349,494,1489,1236,371,160,406
1/14/2018 20:00,122,5474,2117,7591,3420,495,1401,1231,373,160,389
1/14/2018 21:00,114,5359,2050,7409,3309,495,1381,1222,373,160,355
1/14/2018 22:00,100,5020,1835,6855,3257,495,1342,985,371,75,230
1/14/2018 23:00,92,4677,1541,6218,3176,495,1307,565,368,70,145
1/15/2018 0:00,82,4235,1412,5647,3052,495,1221,382,359,40,16
1/15/2018 1:00,76,4033,1149,5182,2955,256,1165,324,350,40,16
1/15/2018 2:00,74,3902,1060,4962,2856,212,1180,246,338,40,16
1/15/2018 3:00,72,3758,1038,4796,2725,212,1183,210,338,40,16
1/15/2018 4:00,72,3678,966,4644,2669,211,1108,190,338,40,16
1/15/2018 5:00,70,3666,937,4603,2623,212,1114,190,338,40,16
1/15/2018 6:00,74,3765,916,4681,2671,212,1159,193,316,40,16
1/15/2018 7:00,76,4133,1075,5208,2877,211,1290,341,327,40,46
1/15/2018 8:00,80,4525.1,1208,5733.1,3108,212,1382,518,347,40,46
1/15/2018 9:00,82,4704.3,1546,6250.3,3067,416,1271,857,376,110,71
1/15/2018 10:00,82,4488.5,1473,5961.5,2887,493,1116,748,372,72,191
1/15/2018 11:00,78,4432.6,1442,5874.6,2972,494,1090,621,376,62,181
1/15/2018 12:00,78,4548.5,1439,5987.5,3113,494,1097,604,376,87,137
1/15/2018 13:00,84,4568.6,1454,6022.6,3110,494,1113,627,376,72,145
1/15/2018 14:00,88,4353,1460,5813,2995,494,1050,603,365,72,145
1/15/2018 15:00,86,4434,1588,6022,3102,494,1141,618,364,72,145
1/15/2018 16:00,86,4225,1613,5838,2917,494,1135,614,374,72,146
1/15/2018 17:00,88,4358,1696,6054,2971,494,1222,645,374,72,188
1/15/2018 18:00,112,5228,2116,7344,3230,493,1562,1193,371,72,311
1/15/2018 19:00,116,5666,2228,7894,3342,494,1583,1488,373,140,358
1/15/2018 20:00,124,5652,2232,7884,3389,493,1474,1611,364,72,357
1/15/2018 21:00,122,5554,2141,7695,3320,493,1507,1460,364,72,357
1/15/2018 22:00,108,5095,1872,6967,3156,494,1261,1202,363,72,311
1/15/2018 23:00,94,4791,1662,6453,3087,493,1243,920,363,54,199
