date,Tripura,Eastern Grid Total,Western Grid Total,Total (MW),Gas (Public),HVDC,Gas (Private),Oil (Private),Coal,Hydro,Oil (Public)
2/7/2020 14:00,78,4391.4,1501,5892.4,3527,181,1353,360,280,69,25
2/7/2020 15:00,70,4313.75,1502,5815.75,3483,181,1340,360,280,70,25
2/7/2020 16:00,72,4312.9,1498.4,5811.3,3508,181,1264,405,280,70,25
2/7/2020 17:00,80,4484.52,1603.5,6088.02,3657,203,1350,421,280,70,25
2/7/2020 18:00,92,5153,2062,7215,3898,465,1586,773,280,70,51
2/7/2020 19:00,100,5680,2326,8006,3995,464,1750,1296,280,70,51
2/7/2020 20:00,100,5717,2355,8072,3992,462,1729,1388,280,70,51
2/7/2020 21:00,96,5716,2336,8052,3993,463,1727,1372,280,70,51
2/7/2020 22:00,94,5277,2187,7464,3993,463,1669,877,281,70,17
2/7/2020 23:00,86,4895,1881,6776,3977,306,1721,335,281,70,0
2/8/2020 0:00,74,4615,1743,6358,3813,202,1659,259,281,70,0
2/8/2020 1:00,74,4143,1628,5771,3578,137,1387,244,281,70,0
2/8/2020 2:00,72,4037,1563,5600,3516,137,1275,248,282,70,0
2/8/2020 3:00,70,3823,1499,5322,3350,136,1172,244,281,69,0
2/8/2020 4:00,70,3761,1486,5247,3301,137,1129,260,281,69,0
2/8/2020 5:00,70,3786,1394,5180,3321,136,1039,265,281,68,0
2/8/2020 6:00,74,4072,1525,5597,3578,136,1177,283,281,68,0
2/8/2020 7:00,74,4700.72,1551.1,6251.82,3872,136,1418,390,281,69,10
2/8/2020 8:00,70,4833.78,1940.1,6773.88,3895,397,1545,460,281,69,51
2/8/2020 9:00,72,5033.17,2113.5,7146.67,3957,397,1600,695,281,69,60
2/8/2020 10:00,74,4813.57,2103.6,6917.17,3722,397,1455,843,280,70,60
2/8/2020 11:00,76,4903.37,2065.9,6969.27,3775,397,1473,828,281,70,42
2/8/2020 12:00,80,5086.4,2146.2,7232.6,3836,397,1571,928,280,70,42
2/8/2020 13:00,79,5096.22,2174,7270.22,3737,397,1475,1070,381,69,42
2/8/2020 14:00,79,4990.35,2068.8,7059.15,3700,398,1345,1006,398,68,40
2/8/2020 15:00,77,4911.402,2079.2,6990.602,3670,398,1357,968,419,69,17
2/8/2020 16:00,78,4857.19,2041.4,6898.59,3758,397,1346,767,456,69,17
2/8/2020 17:00,80,4864.24,2119.6,6983.84,3600,398,1316,1019,483,69,17
2/8/2020 18:00,92,5557,2523.1,8080.1,3699,543,1377,1706,511,69,83
2/8/2020 19:00,92,6123,2891,9014,3770,757,1411,2256,532,69,127
2/8/2020 20:00,90,6008,2887,8895,3704,757,1412,2228,533,69,102
2/8/2020 21:00,102,5804,2876,8680,3704,758,1461,1953,531,69,102
2/8/2020 22:00,98,5391,2615,8006,3698,641,1457,1463,530,69,50
2/8/2020 23:00,90,5204,2188,7392,3678,349,1500,1149,532,70,24
2/9/2020 0:00,80,4999,1971,6970,3633,204,1478,974,531,70,0
2/9/2020 1:00,74,4446,1828,6274,3628,137,1539,301,525,70,0
2/9/2020 2:00,72,4139,1786,5925,3542,137,1321,254,529,70,0
2/9/2020 3:00,70,3886,1749,5635,3422,137,1178,228,531,69,0
2/9/2020 4:00,68,3868,1673,5541,3350,137,1201,220,497,68,0
2/9/2020 5:00,68,3854,1592,5446,3326,137,1128,220,499,68,0
2/9/2020 6:00,74,4223,1698,5921,3612,136,1301,230,500,68,0
2/9/2020 7:00,74,4585.1,2063.1,6648.2,3688,389,1598,288,530,68,12
2/9/2020 8:00,82,5042.9,2316.8,7359.7,3830,495,1642,677,530,68,26
2/9/2020 9:00,89,5341.1,2427.5,7768.6,3716,495,1653,1174,530,69,26
2/9/2020 10:00,85,5221.3,2517.1,7738.4,3632,495,1621,1215,530,69,68
2/9/2020 11:00,93,5280.9,2527.9,7808.8,3743,495,1608,1166,531,69,78
2/9/2020 12:00,96,5515.7,2519.3,8035,3732,495,1600,1341,596,69,78
2/9/2020 13:00,95,5596.28,2055.3,7651.58,3464,494,1496,1654,280,69,73
2/9/2020 14:00,95,5162.18,2023.9,7186.08,3317,495,1441,1416,280,68,51
2/9/2020 15:00,95,5234.1,2061.1,7295.2,3412,495,1472,1403,281,68,51
2/9/2020 16:00,92,5177.35,2155.2,7332.55,3384,495,1553,1398,282,68,51
2/9/2020 17:00,90,5053.02,2085.6,7138.62,3307,495,1416,1428,281,68,51
2/9/2020 18:00,116,5381,2507.1,7888.1,3283,690,1423,1924,280,68,104
2/9/2020 19:00,104,6306,2891,9197,3498,787,1612,2687,281,68,160
2/9/2020 20:00,112,6296,2771,9067,3499,788,1629,2554,281,68,136
2/9/2020 21:00,106,6011,2713,8724,3517,787,1745,2153,286,70,60
2/9/2020 22:00,98,5748,2385,8133,3507,787,1759,1629,283,70,0
2/9/2020 23:00,94,5519,2046,7565,3592,543,1786,1199,281,70,0
2/10/2020 0:00,88,5109,1845,6954,3679,301,1859,559,398,70,0
2/10/2020 1:00,86,4834,1579,6413,3639,138,1793,239,448,70,0
2/10/2020 2:00,84,4513,1595,6108,3527,137,1612,206,472,70,0
2/10/2020 3:00,82,4345,1515,5860,3456,135,1475,174,468,70,0
2/10/2020 4:00,78,4204,1521,5725,3420,137,1375,174,471,70,0
2/10/2020 5:00,76,4168,1558,5726,3396,178,1362,174,470,70,0
2/10/2020 6:00,74,4578,1552,6130,3534,155,1632,194,471,70,0
2/10/2020 7:00,78,5012.3,1856.1,6868.4,3424,368,1794,663,470,70,0
2/10/2020 8:00,76,5301.67,2096.2,7397.87,3505,494,1724,1032,489,70,0
2/10/2020 9:00,76,5365,2149.5,7514.5,3489,494,1728,1167,485,70,0
2/10/2020 10:00,76,5189.5,2154.8,7344.3,3458,494,1798,929,510,70,0
2/10/2020 11:00,68,5245.3,2187.2,7432.5,3541,494,1798,938,512,70,0
2/10/2020 12:00,86,5439.9,2217.6,7657.5,3738,494,1857,886,514,70,0
2/10/2020 13:00,86,5365.5,2237.2,7602.7,3676,493,1951,805,510,70,0
2/10/2020 14:00,84,5123.6,2061.4,7185,3520,493,1807,686,515,70,0
2/10/2020 15:00,84,5123.2,2059.8,7183,3496,494,1820,696,516,69,0
2/10/2020 16:00,80,5059.3,2054.8,7114.1,3436,493,1807,712,514,68,0
2/10/2020 17:00,82,5113.5,2085.6,7199.1,3517,493,1773,730,528,68,7
2/10/2020 18:00,112,5333,2595.1,7928.1,3591,735,1761,1025,555,69,80
2/10/2020 19:00,114,6312,2860,9172,3893,784,1958,1650,602,69,102
2/10/2020 20:00,112,6144,2903,9047,3967,783,2027,1409,612,69,68
2/10/2020 21:00,110,5977,2875,8852,3934,783,2018,1294,610,69,34
2/10/2020 22:00,100,5551,2631,8182,3898,783,1885,834,612,70,0
2/10/2020 23:00,96,5286,2190,7476,3807,540,1927,425,611,70,0
2/11/2020 0:00,88,5138,1932,7070,3770,299,1907,326,610,70,0
2/11/2020 1:00,82,4577,1773,6350,3544,139,1684,224,607,70,0
2/11/2020 2:00,78,4404,1712,6116,3407,137,1627,190,608,69,0
2/11/2020 3:00,74,4222,1626,5848,3280,138,1530,174,583,69,0
2/11/2020 4:00,74,4125,1545,5670,3243,137,1389,174,585,68,0
2/11/2020 5:00,70,4140,1541,5681,3262,137,1388,174,582,68,0
2/11/2020 6:00,72,4491,1593,6084,3516,136,1522,188,582,68,0
2/11/2020 7:00,82,4868.73,1884.1,6752.83,3810,367,1579,264,581,68,0
2/11/2020 8:00,72,5329.3,2125.2,7454.5,3903,494,1789,537,581,69,0
2/11/2020 9:00,72,5245.9,2359.8,7605.7,3665,493,1909,793,586,70,0
2/11/2020 10:00,74,5287.17,2342.8,7629.97,3634,494,1829,921,584,70,0
2/11/2020 11:00,78,5401.7,2372.3,7774,3680,494,1885,972,583,70,0
2/11/2020 12:00,78,5679.27,2351.3,8030.57,3924,492,1865,988,582,70,0
2/11/2020 13:00,76,5707.44,2361.8,8069.24,3776,492,1963,1080,581,70,0
2/11/2020 14:00,92,5279.12,2321.3,7600.42,3697,493,1774,867,579,70,0
2/11/2020 15:00,86,5168.2,2249,7417.2,3671,492,1744,753,582,69,0
2/11/2020 16:00,82,5115.42,2231,7346.42,3752,492,1765,592,584,68,0
2/11/2020 17:00,82,5097.56,2162,7259.56,3770,480,1699,576,582,68,0
2/11/2020 18:00,98,5453,2493,7946,3890,674,1629,930,581,68,76
2/11/2020 19:00,110,6347,2866,9213,3957,771,1883,1740,583,68,101
2/11/2020 20:00,110,6350,2804,9154,3909,771,1923,1700,596,69,76
2/11/2020 21:00,110,6195,2819,9014,3892,771,1909,1577,610,69,76
2/11/2020 22:00,104,5689,2615,8304,3869,772,1819,1063,608,69,0
2/11/2020 23:00,96,5407,2198,7605,3907,529,1761,630,613,69,0
2/12/2020 0:00,88,5290,1851,7141,3816,288,1934,346,600,69,0
2/12/2020 1:00,80,4816,1655,6471,3589,126,1731,269,608,68,0
2/12/2020 2:00,78,4500,1660,6160,3468,127,1547,261,611,68,0
2/12/2020 3:00,76,4285,1624,5909,3420,125,1456,185,579,68,0
2/12/2020 4:00,76,4141,1636,5777,3366,126,1401,160,580,68,0
2/12/2020 5:00,78,4066,1668,5734,3365,126,1360,159,578,68,0
2/12/2020 6:00,80,4324,1745,6069,3515,126,1469,228,583,68,0
2/12/2020 7:00,76,4667.6,2195.1,6862.7,3703,342,1733,360,579,68,0
2/12/2020 8:00,80,4985.4,2417.2,7402.6,3812,481,1930,444,579,68,0
2/12/2020 9:00,80,5152.9,2376.8,7529.7,3737,480,1841,711,579,68,16
2/12/2020 10:00,80,5403.3,2287.2,7690.5,3755,480,1762,977,526,69,16
2/12/2020 11:00,84,5606.1,2215.3,7821.4,3684,480,1816,1109,531,69,18
2/12/2020 12:00,88,5903,2169.8,8072.8,3599,480,1848,1411,531,69,15
2/12/2020 13:00,86,5961.1,2224.9,8186,3608,480,1836,1528,530,70,18
2/12/2020 14:00,88,5478.81,2210.2,7689.01,3577,481,1548,1351,531,70,16
2/12/2020 15:00,82,5308.92,2133.2,7442.12,3605,481,1509,1129,530,70,16
2/12/2020 16:00,84,5244.5,2098.9,7343.4,3547,481,1591,986,558,69,16
2/12/2020 17:00,80,5037.7,2129.6,7167.3,3622,480,1514,767,608,68,25
2/12/2020 18:00,106,5444,2482.1,7926.1,3667,674,1661,1014,631,68,105
2/12/2020 19:00,110,6337,2968,9305,3817,772,2012,1713,687,68,126
2/12/2020 20:00,114,6168,2956,9124,3826,771,2021,1533,693,69,97
2/12/2020 21:00,110,5868,2962,8830,3848,771,2118,1182,691,69,41
2/12/2020 22:00,100,5535,2741,8276,3758,771,2101,786,691,69,0
2/12/2020 23:00,96,5239,2308,7547,3693,528,2001,467,693,69,0
2/13/2020 0:00,84,4873,2137,7010,3317,287,2166,396,691,69,0
2/13/2020 1:00,80,4487,1951,6438,3208,139,1961,287,693,70,0
2/13/2020 2:00,80,4266,1886,6152,3168,137,1787,222,688,70,0
2/13/2020 3:00,80,4103,1797,5900,3130,138,1579,214,690,69,0
2/13/2020 4:00,78,4064,1722,5786,3118,136,1479,214,692,69,0
2/13/2020 5:00,78,4062,1690,5752,3106,136,1468,206,690,68,0
2/13/2020 6:00,78,4466,1753,6219,3369,137,1632,243,692,68,0
2/13/2020 7:00,78,4937.15,1966.1,6903.25,3480,256,1847,485,688,68,0
2/13/2020 8:00,80,5051.63,2309.1,7360.73,3515,478,1771,750,692,68,0
2/13/2020 9:00,80,5398.3,2361.8,7760.1,3611,479,1907,908,692,68,0
2/13/2020 10:00,78,5378.44,2350.1,7728.54,3538,478,1873,981,689,69,0
2/13/2020 11:00,84,5313.74,2273.9,7587.64,3506,479,1817,914,692,69,0
2/13/2020 12:00,86,5608,2360.3,7968.3,3570,479,1879,1172,686,70,0
2/13/2020 13:00,76,5599.1,2370.5,7969.6,3475,479,1956,1201,687,70,0
2/13/2020 14:00,86,5225.9,2349.2,7575.1,3299,479,1737,1187,693,70,0
2/13/2020 15:00,88,5184.4,2272.1,7456.5,3352,479,1823,932,694,70,0
2/13/2020 16:00,80,5074.4,2240.8,7315.2,3383,479,1765,833,695,70,0
2/13/2020 17:00,94,4951,2274.6,7225.6,3337,480,1748,798,692,69,4
2/13/2020 18:00,110,5373,2567,7940,3269,646,1695,1381,692,68,79
2/13/2020 19:00,108,6304,2909,9213,3509,766,2132,1801,693,68,136
2/13/2020 20:00,108,6192,2876,9068,3543,766,2151,1680,692,68,60
2/13/2020 21:00,104,5856,2980,8836,3430,767,2252,1496,692,69,26
2/13/2020 22:00,102,5441,2845,8286,3351,767,2161,1143,693,69,0
2/13/2020 23:00,94,5054,2491,7545,3488,524,2076,605,689,69,0
2/14/2020 0:00,88,5059,2076,7135,3564,281,2151,301,681,69,0
2/14/2020 1:00,82,4627,1841,6468,3408,137,1961,230,581,69,0
2/14/2020 2:00,80,4399,1780,6179,3299,132,1874,190,534,70,0
2/14/2020 3:00,78,4184,1787,5971,3344,132,1625,188,534,70,0
2/14/2020 4:00,76,4051,1729,5780,3206,131,1591,171,535,70,0
2/14/2020 5:00,76,4054,1648,5702,3150,132,1578,163,535,68,0
2/14/2020 6:00,76,4283,1701,5984,3269,131,1713,163,566,66,0
2/14/2020 7:00,74,4222.2,1683,5905.2,3188,130,1669,191,586,66,0
2/14/2020 8:00,52,4702.17,1676,6378.17,3331,132,1881,355,554,67,0
2/14/2020 9:00,46,4742.2,1596,6338.2,3214,130,1869,448,551,68,0
2/14/2020 10:00,46,4728.35,1524,6252.35,3003,131,1860,543,584,69,0
2/14/2020 11:00,48,4750.63,1482,6232.63,2851,131,1845,627,641,69,0
2/14/2020 12:00,60,4859.85,1483,6342.85,2899,175,1853,672,591,70,0
2/14/2020 13:00,68,5054.95,1507,6561.95,2899,174,1947,757,631,70,0
2/14/2020 14:00,68,4473.89,1391,5864.89,2812,175,1480,573,666,72,0
2/14/2020 15:00,64,4370.12,1373.4,5743.52,2924,175,1454,367,671,72,0
2/14/2020 16:00,74,4486.73,1317.6,5804.33,2949,175,1497,357,671,72,0
2/14/2020 17:00,70,4552.98,1319.5,5872.48,2992,176,1525,364,671,72,0
2/14/2020 18:00,92,5074,1760.1,6834.1,3026,393,1732,818,672,70,31
2/14/2020 19:00,102,6042,2193,8235,3272,424,2139,1498,671,70,59
2/14/2020 20:00,102,6103,2210,8313,3285,424,2173,1529,671,70,59
2/14/2020 21:00,98,6003,2206,8209,3273,424,2179,1445,687,70,33
2/14/2020 22:00,96,5603,2073,7676,3199,425,2142,1046,690,70,8
2/14/2020 23:00,90,5086,1918,7004,3063,279,1919,893,690,70,0
2/15/2020 0:00,74,4909,1670,6579,3026,184,1895,673,660,67,0
2/15/2020 1:00,72,4606,1419,6025,2975,143,1858,255,652,70,0
2/15/2020 2:00,68,4434,1341,5775,2932,143,1740,168,654,70,0
2/15/2020 3:00,68,4329,1331,5660,2924,133,1654,160,651,70,0
2/15/2020 4:00,68,4235,1309,5544,2851,133,1608,160,653,71,0
2/15/2020 5:00,70,4158,1282,5440,2772,133,1556,180,657,72,0
2/15/2020 6:00,72,4524,1349,5873,2924,133,1671,347,657,69,0
2/15/2020 7:00,72,4734.3,1815.1,6549.4,2981,525,1696,557,649,69,0
2/15/2020 8:00,70,5197.5,1941.6,7139.1,3093,525,1841,888,646,69,0
2/15/2020 9:00,76,5502.1,2031.4,7533.5,2935,525,1825,1427,663,68,0
2/15/2020 10:00,80,5508.4,2085.6,7594,2886,523,1784,1544,688,68,0
2/15/2020 11:00,80,5522.7,2082.6,7605.3,3092,523,1736,1371,708,69,0
2/15/2020 12:00,86,5702.2,2144.2,7846.4,3120,523,1739,1519,761,70,0
2/15/2020 13:00,78,5738.3,2175.2,7913.5,2937,519,1841,1677,764,70,0
2/15/2020 14:00,84,5568.95,2004.6,7573.55,3020,519,1738,1357,760,71,0
2/15/2020 15:00,86,5383.24,2011.2,7394.44,2916,521,1841,1181,761,71,0
2/15/2020 16:00,80,5185.31,1981.9,7167.21,2858,521,1679,1215,732,71,0
2/15/2020 17:00,84,5197.48,1973.6,7171.08,2872,525,1659,1227,730,71,0
2/15/2020 18:00,112,5489,2428.1,7917.1,2912,669,1657,1653,775,71,68
2/15/2020 19:00,106,6480,2785,9265,3052,769,1928,2400,813,70,127
2/15/2020 20:00,112,6282,2789,9071,3066,769,1987,2178,813,70,76
2/15/2020 21:00,112,6134,2774,8908,3052,770,2032,1998,815,70,59
2/15/2020 22:00,102,5676,2643,8319,3209,769,1954,1489,718,70,8
2/15/2020 23:00,92,5267,2405,7672,3463,527,1998,865,660,67,0
2/16/2020 0:00,90,5014,2090,7104,3590,284,2023,401,649,67,0
2/16/2020 1:00,80,4527,1879,6406,3447,135,1787,302,587,68,0
2/16/2020 2:00,80,4393,1760,6153,3357,131,1735,220,562,68,0
2/16/2020 3:00,78,4185,1721,5906,3253,130,1639,178,560,68,0
2/16/2020 4:00,76,4166,1685,5851,3264,131,1571,178,561,70,0
2/16/2020 5:00,76,4083,1655,5738,3191,132,1530,178,561,70,0
2/16/2020 6:00,76,4347,1705,6052,3347,151,1646,184,578,70,0
2/16/2020 7:00,82,4600.63,2128.1,6728.73,3463,524,1726,267,596,70,0
2/16/2020 8:00,74,5174.1,2359.7,7533.8,3552,524,2008,676,628,68,0
2/16/2020 9:00,76,5068,2449.8,7517.8,3394,524,1887,896,661,68,0
2/16/2020 10:00,72,5004.8,2518,7522.8,3560,524,1802,760,714,68,0
2/16/2020 11:00,80,4992.4,2561.7,7554.1,3515,524,1774,811,752,70,0
2/16/2020 12:00,84,5133.5,2547.1,7680.6,3601,526,1749,863,762,70,0
2/16/2020 13:00,82,5090.7,2621.1,7711.8,3483,527,1764,994,762,71,0
2/16/2020 14:00,84,4953.31,2521.6,7474.91,3465,526,1685,854,764,71,0
2/16/2020 15:00,84,4818.52,2513.6,7332.12,3365,528,1653,835,777,71,0
2/16/2020 16:00,78,4841.41,2300.6,7142.01,3259,527,1575,928,693,71,0
2/16/2020 17:00,86,4836.72,2314.6,7151.32,3332,528,1446,928,753,71,4
2/16/2020 18:00,112,5433,2650,8083,3348,674,1468,1488,821,71,101
2/16/2020 19:00,114,6241,2886,9127,3467,771,1723,2022,858,71,101
2/16/2020 20:00,116,6164,2951,9115,3550,772,1779,1866,860,71,101
2/16/2020 21:00,112,5901,2943,8844,3641,772,1779,1568,857,71,44
2/16/2020 22:00,102,5580,2759,8339,3664,771,1791,1130,794,71,16
2/16/2020 23:00,98,5328,2245,7573,3722,529,1755,692,708,69,0
2/17/2020 0:00,92,5188,1983,7171,3724,287,1787,549,664,68,0
2/17/2020 1:00,84,4775,1763,6538,3537,140,1795,306,606,70,0
2/17/2020 2:00,70,4220,1759,5979,3383,139,1484,222,611,70,0
2/17/2020 3:00,66,4043,1741,5784,3305,138,1414,198,592,71,0
2/17/2020 4:00,62,4019,1674,5693,3275,137,1377,198,573,71,0
2/17/2020 5:00,62,4022,1691,5713,3264,138,1406,200,572,71,0
2/17/2020 6:00,62,4302,1719,6021,3455,153,1452,218,610,71,0
2/17/2020 7:00,64,4557,2149,6706,3441,534,1638,349,611,69,0
2/17/2020 8:00,72,5206.17,2272.7,7478.87,3664,534,1685,839,612,69,0
2/17/2020 9:00,66,5496.15,2325.8,7821.95,3546,534,1738,1245,611,68,0
2/17/2020 10:00,64,5556.8,2292.9,7849.7,3512,534,1681,1344,626,66,0
2/17/2020 11:00,78,5440.07,2485.5,7925.57,3561,534,1555,1423,679,68,0
2/17/2020 12:00,80,5644.4,2534,8178.4,3714,534,1584,1468,702,68,0
2/17/2020 13:00,88,5589.73,2478.1,8067.83,3638,522,1552,1469,702,68,0
2/17/2020 14:00,88,5191.8,2361.7,7553.5,3531,522,1429,1186,705,68,0
2/17/2020 15:00,88,5222.2,2377.2,7599.4,3545,521,1474,1175,710,68,0
2/17/2020 16:00,84,5085.1,2360.2,7445.3,3562,521,1482,1007,711,68,0
2/17/2020 17:00,86,5039.6,2320.4,7360,3600,521,1509,862,710,69,0
2/17/2020 18:00,116,5526,2570,8096,3834,638,1521,1134,709,69,75
2/17/2020 19:00,116,6335,3072,9407,3904,765,1804,1919,710,70,119
2/17/2020 20:00,112,6046,3102,9148,3940,765,1831,1637,711,70,82
2/17/2020 21:00,112,5857,3103,8960,3926,766,1858,1451,710,70,67
2/17/2020 22:00,106,5457,2875,8332,3896,766,1807,977,711,69,0
2/17/2020 23:00,92,5342,2338,7680,3947,523,1840,833,376,69,0
2/18/2020 0:00,84,5248,1979,7227,3930,280,1789,704,371,69,0
2/18/2020 1:00,82,4966,1675,6641,3842,139,1828,308,372,70,0
2/18/2020 2:00,82,4641,1613,6254,3709,139,1715,166,373,70,0
2/18/2020 3:00,80,4573,1567,6140,3594,137,1720,166,373,70,0
2/18/2020 4:00,80,4443,1546,5989,3495,161,1645,166,372,70,0
2/18/2020 5:00,80,4406,1508,5914,3539,136,1550,166,373,70,0
2/18/2020 6:00,78,4597,1637,6234,3728,136,1616,234,372,70,0
2/18/2020 7:00,78,4963.3,2007.1,6970.4,3736,405,1742,565,371,72,0
2/18/2020 8:00,72,5308.72,2184.5,7493.22,3542,522,1718,1157,370,72,33
2/18/2020 9:00,78,5625.8,2196.8,7822.6,3729,522,1674,1338,370,72,25
2/18/2020 10:00,86,5590.6,2202.3,7792.9,3822,522,1675,1200,372,70,25
2/18/2020 11:00,90,5608.5,2219.8,7828.3,3860,522,1697,1166,372,69,25
2/18/2020 12:00,94,5751.9,2229.2,7981.1,3927,522,1780,1163,372,69,25
2/18/2020 13:00,92,5767.2,2267.2,8034.4,3790,522,1818,1318,372,70,25
2/18/2020 14:00,94,5350.6,2197.8,7548.4,3675,522,1577,1197,371,70,17
2/18/2020 15:00,88,5327.5,2181,7508.5,3926,523,1667,832,370,68,17
2/18/2020 16:00,88,5228.2,2135.3,7363.5,3892,522,1683,714,370,68,17
2/18/2020 17:00,88,5286.5,2140.7,7427.2,3925,522,1696,734,372,70,17
2/18/2020 18:00,110,5615,2395,8010,3675,678,1641,1426,371,70,39
2/18/2020 19:00,110,6513,2848,9361,3835,778,1842,2272,371,70,83
2/18/2020 20:00,114,6258,2862,9120,3823,777,1907,2007,372,70,50
2/18/2020 21:00,112,6172,2780,8952,3824,779,1970,1800,372,70,25
2/18/2020 22:00,108,5764,2571,8335,3834,779,1916,1257,373,68,0
2/18/2020 23:00,92,5443,2157,7600,3791,534,2008,735,372,68,0
2/19/2020 0:00,90,5317,1768,7085,3765,293,1969,528,372,68,0
2/19/2020 1:00,84,5166,1538,6704,3736,138,1942,364,373,67,0
2/19/2020 2:00,80,4706,1462,6168,3634,139,1709,168,371,67,0
2/19/2020 3:00,76,4455,1474,5929,3556,139,1550,168,373,67,0
2/19/2020 4:00,76,4356,1456,5812,3423,137,1586,152,371,67,0
2/19/2020 5:00,76,4474,1459,5933,3519,136,1608,152,373,69,0
2/19/2020 6:00,76,4750,1551,6301,3591,136,1827,230,372,69,0
2/19/2020 7:00,82,4837.4,2142.1,6979.5,3616,535,1841,462,371,72,0
2/19/2020 8:00,82,5136.2,2193.7,7329.9,3601,535,1880,783,369,72,0
2/19/2020 9:00,78,5195.29,2258.3,7453.59,3586,535,1812,982,373,72,0
2/19/2020 10:00,74,5100.79,2257.2,7357.99,3583,535,1811,890,371,72,0
2/19/2020 11:00,74,5200.78,2316.9,7517.68,3711,535,1823,909,368,71,0
2/19/2020 12:00,82,5453.68,2319.8,7773.48,3795,535,1911,981,372,69,0
2/19/2020 13:00,84,5395.89,2328.1,7723.99,3646,535,1904,1092,368,69,0
2/19/2020 14:00,88,5174.6,2177.8,7352.4,3608,536,1789,870,369,69,0
2/19/2020 15:00,82,5174.8,2144.2,7319,3742,536,1872,629,368,72,0
2/19/2020 16:00,84,5366.4,1964.4,7330.8,3706,518,1952,619,370,71,0
2/19/2020 17:00,88,5291.55,2026.4,7317.95,3607,519,2071,590,371,69,0
2/19/2020 18:00,112,5569,2374,7943,3624,664,2040,1026,371,70,36
2/19/2020 19:00,118,6564,2679,9243,3763,761,2082,2003,369,70,77
2/19/2020 20:00,118,6552,2763,9315,3698,760,2068,2137,370,70,94
2/19/2020 21:00,114,6425,2630,9055,3531,761,1953,2202,373,70,51
2/19/2020 22:00,108,6041,2390,8431,3551,761,1880,1674,371,70,16
2/19/2020 23:00,98,5811,1991,7802,3608,518,1997,1140,371,70,0
2/20/2020 0:00,90,5464,1860,7324,3762,276,2000,755,371,70,0
2/20/2020 1:00,84,4977,1685,6662,3773,139,2011,216,371,68,0
2/20/2020 2:00,78,4615,1591,6206,3695,138,1681,174,372,68,0
2/20/2020 3:00,78,4571,1564,6135,3659,123,1669,166,372,68,0
2/20/2020 4:00,76,4396,1534,5930,3521,123,1633,136,372,69,0
2/20/2020 5:00,74,4391,1529,5920,3530,124,1600,151,372,69,0
2/20/2020 6:00,80,4677,1572,6249,3658,123,1764,183,372,69,0
2/20/2020 7:00,78,5009.8,2078.1,7087.9,3712,524,1901,431,372,69,0
2/20/2020 8:00,74,5435.1,2222.5,7657.6,3648,523,2069,898,371,69,0
2/20/2020 9:00,80,5630.9,2264.6,7895.5,3602,524,2087,1145,372,69,0
2/20/2020 10:00,72,5738.3,2172,7910.3,3628,524,1974,1247,372,69,0
2/20/2020 11:00,84,5633.6,2216.2,7849.8,3521,524,1870,1383,371,69,0
2/20/2020 12:00,90,5836.8,2261.1,8097.9,3650,524,1897,1468,371,69,0
2/20/2020 13:00,88,5929.7,2316.2,8245.9,3679,524,1946,1542,371,69,0
2/20/2020 14:00,92,5497.45,2201.9,7699.35,3704,524,1854,1062,370,69,0
2/20/2020 15:00,86,5443.3,2182.9,7626.2,3673,524,1938,947,371,68,0
2/20/2020 16:00,82,5436.8,2127.4,7564.2,3703,525,1935,870,370,68,0
2/20/2020 17:00,84,5252.2,2087.5,7339.7,3635,524,1911,743,370,69,0
2/20/2020 18:00,112,5601,2491,8092,3716,670,1874,1242,370,69,39
2/20/2020 19:00,110,6593,2756,9349,3864,768,2060,2032,370,69,76
2/20/2020 20:00,114,6568,2656,9224,3807,768,2012,2050,370,69,34
2/20/2020 21:00,112,6342,2679,9021,3840,768,2039,1804,372,69,17
2/20/2020 22:00,102,6012,2537,8549,3799,766,2005,1435,373,69,0
2/20/2020 23:00,94,5705,2175,7880,3821,523,2024,976,373,69,0
2/21/2020 0:00,88,5548,1755,7303,3801,281,1991,701,372,69,0
2/21/2020 1:00,86,5120,1624,6744,3752,181,2010,275,372,68,0
2/21/2020 2:00,82,4896,1568,6464,3711,182,1822,228,371,68,0
2/21/2020 3:00,80,4619,1552,6171,3525,181,1777,168,372,68,0
2/21/2020 4:00,76,4374,1510,5884,3378,181,1673,136,371,69,0
2/21/2020 5:00,76,4362,1511,5873,3396,182,1643,136,371,69,0
2/21/2020 6:00,76,4574,1527,6101,3553,180,1714,137,372,69,0
2/21/2020 7:00,68,4759.9,1536.1,6296,3681,180,1752,176,368,69,0
2/21/2020 8:00,70,4921.3,1731.2,6652.5,3705,177,1850,401,370,69,0
2/21/2020 9:00,80,4872.3,1803.8,6676.1,3679,177,1732,521,372,69,27
2/21/2020 10:00,82,4655.1,1861.1,6516.2,3582,177,1674,481,372,70,51
2/21/2020 11:00,82,4751.2,1816.2,6567.4,3700,177,1632,455,372,70,51
2/21/2020 12:00,84,5077.6,1826.6,6904.2,3810,181,1781,523,372,70,51
2/21/2020 13:00,92,4942.26,1831.6,6773.86,3653,182,1800,530,371,70,44
2/21/2020 14:00,80,4472.9,1576.6,6049.5,3458,182,1593,259,371,70,8
2/21/2020 15:00,76,4433.9,1537.3,5971.2,3464,183,1551,237,371,68,0
2/21/2020 16:00,74,4271.1,1498.8,5769.9,3286,186,1535,237,371,68,0
